cellId,ÉÏÐÐÐ¡ÇøÁ÷Á¿£¨MB£©,ÏÂÐÐÐ¡ÇøÁ÷Á¿£¨MB£©,ÊÇ·ñÎªµÀÂ·Ð¡Çø
460-00-703599-12,246.0273438,2319.32019,·ñ
460-00-718411-11,88.10119629,1236.5802,·ñ
460-00-704668-11,111.8717041,1050.78064,·ñ
460-00-718887-21,0,0,·ñ
460-00-718623-21,0,0,·ñ
460-00-703668-12,2294.794678,34772.03101,·ñ
460-00-661421-12,74.00549316,1003.16394,·ñ
460-00-718574-12,3.826293945,19.54138184,·ñ
460-00-703574-12,112.8704834,195.762085,·ñ
460-00-704678-11,21.84936523,143.3377686,·ñ
460-00-703922-13,91.11621094,1273.932861,·ñ
460-00-661606-121,155.4916992,2180.834961,·ñ
460-00-661440-13,133.8964844,819.0806885,·ñ
460-00-718511-11,156.8162842,2274.257813,·ñ
460-00-703538-13,246.4733887,1790.8302,·ñ
460-00-703856-11,69.87036133,340.6960449,·ñ
460-00-661261-113,610.2158203,5284.774292,·ñ
460-00-703638-13,349.1713867,3207.040771,·ñ
460-00-703581-13,49.12121582,554.9552002,·ñ
460-00-661638-11,1.276489258,24.00598145,·ñ
460-00-718615-13,36.09008789,313.673584,·ñ
460-00-661435-12,15.34436035,73.43127441,·ñ
460-00-661487-13,96.26672363,981.1824951,·ñ
460-00-719067-11,43.9465332,758.3856201,·ñ
460-00-661499-13,126.3691406,1052.401489,·ñ
460-00-718818-21,85.03198242,729.8790283,·ñ
460-00-661525-13,35.87207031,243.3059082,·ñ
460-00-704576-13,56.29321289,328.0402832,·ñ
460-00-704659-12,122.0960693,1131.281982,·ñ
460-00-703898-11,244.9208984,2311.172729,·ñ
460-00-661287-12,226.854126,1727.567749,·ñ
460-00-708412-21,104.7559814,415.8835449,·ñ
460-00-703871-11,130.6519775,1166.355225,·ñ
460-00-708482-21,11.76538086,72.5760498,·ñ
460-00-708419-21,7.322143555,19.4744873,·ñ
460-00-703700-12,2.85534668,23.24609375,·ñ
460-00-704619-113,58.89819336,173.6833496,·ñ
460-00-703812-12,365.3470459,2165.435791,·ñ
460-00-203254-132,680.1634521,8668.390625,·ñ
460-00-661441-11,46.26452637,482.677002,·ñ
460-00-718390-12,308.8499756,2372.142212,·ñ
460-00-704585-12,219.8656006,1273.911377,·ñ
460-00-661297-13,0.453613281,1.679077148,·ñ
460-00-661324-111,32.20800781,303.0354004,·ñ
460-00-661675-13,40.22631836,371.0661621,·ñ
460-00-704644-12,202.666748,2193.820435,·ñ
460-00-703702-12,0.391845703,2.01171875,·ñ
460-00-703607-12,41.86425781,523.0985107,·ñ
460-00-703521-11,165.78479,1235.317017,·ñ
460-00-703849-11,70.85327148,721.3974609,·ñ
460-00-708368-21,23.43127441,243.0893555,·ñ
460-00-703937-11,39.51159668,258.2706299,·ñ
460-00-661281-12,389.7528076,3699.994263,·ñ
460-00-661659-13,39.10803223,475.4155273,·ñ
460-00-826924-132,0,0,·ñ
460-00-661718-11,1038.153442,13203.93054,·ñ
460-00-661482-13,32.33007813,294.0727539,·ñ
460-00-704756-21,38.73132324,268.8424072,·ñ
460-00-718539-11,61.31396484,497.7474365,·ñ
460-00-703805-13,266.520752,2521.893066,·ñ
460-00-661353-11,235.5076904,709.8353271,·ñ
460-00-703569-13,24.24121094,247.3768311,·ñ
460-00-661290-13,139.7626953,1240.390259,·ñ
460-00-703622-12,496.9389648,3334.904419,·ñ
460-00-661570-11,93.32519531,1636.866455,·ñ
460-00-703658-12,350.2463379,2257.084473,·ñ
460-00-661515-11,93.08203125,993.4101563,·ñ
460-00-718638-12,233.1894531,3763.513916,·ñ
460-00-718814-21,569.0339355,4105.971802,·ñ
460-00-708397-21,45.17236328,308.8967285,·ñ
460-00-708545-11,431.7889404,4860.868652,·ñ
460-00-661352-11,25.93481445,238.440918,·ñ
460-00-661523-13,376.8673096,2994.817261,·ñ
460-00-703841-12,40.54504395,303.8745117,·ñ
460-00-661646-11,63.25012207,656.5372314,·ñ
460-00-661313-12,58.79016113,549.9935303,·ñ
460-00-703687-11,173.9718018,885.0976563,·ñ
460-00-718528-11,56.97167969,332.8045654,·ñ
460-00-661290-111,26.4050293,154.8814697,·ñ
460-00-661521-12,491.2215576,5220.250488,·ñ
460-00-661484-13,181.4284668,1704.694824,·ñ
460-00-703791-11,36.41333008,1161.287231,·ñ
460-00-718543-13,8.273803711,28.35839844,·ñ
460-00-703876-13,94.23156738,810.0625,·ñ
460-00-703842-11,7.691650391,46.03710938,·ñ
460-00-661510-11,157.2927246,1231.457153,·ñ
460-00-703653-11,126.4862061,1043.508179,·ñ
460-00-661752-11,112.9567871,637.2694092,·ñ
460-00-703852-13,36.70068359,263.4138184,·ñ
460-00-718731-21,44.21044922,360.9245605,·ñ
460-00-661317-12,80.42297363,668.5146484,·ñ
460-00-826961-133,492.5863037,4012.519775,·ñ
460-00-718372-12,78.26037598,1111.450439,·ñ
460-00-661380-11,372.321167,4006.394409,·ñ
460-00-708400-21,9.64050293,41.38916016,·ñ
460-00-203031-133,0,0,·ñ
460-00-704573-21,15.47412109,244.4920654,·ñ
460-00-703498-13,471.6160889,3592.090332,·ñ
460-00-661312-11,236.6866455,1806.707886,·ñ
460-00-718601-12,56.62182617,407.9801025,·ñ
460-00-718757-21,74.86645508,547.3632813,·ñ
460-00-203018-131,0,0,·ñ
460-00-708356-21,10.23510742,129.3214111,·ñ
460-00-661488-13,30.10339355,392.8364258,·ñ
460-00-708448-21,47.08459473,330.3242188,·ñ
460-00-718471-11,367.2202148,3578.957153,·ñ
460-00-703919-13,37.57104492,759.369751,·ñ
460-00-703555-11,76.296875,1039.859619,·ñ
460-00-703848-13,260.7568359,1904.383301,·ñ
460-00-703725-13,8.520507813,57.75292969,·ñ
460-00-203054-132,2922.210571,25465.85339,·ñ
460-00-661562-11,249.7442627,1958.137695,·ñ
460-00-661724-13,96.99731445,732.3594971,·ñ
460-00-661563-13,79.74291992,639.4545898,·ñ
460-00-704646-12,20.80554199,250.9622803,·ñ
460-00-661322-11,22.90710449,334.5754395,·ñ
460-00-703851-12,8.519042969,53.48937988,·ñ
460-00-203165-132,0,0,·ñ
460-00-661463-13,104.0870361,1588.307617,·ñ
460-00-661648-13,195.6781006,1997.211182,·ñ
460-00-661468-11,131.7426758,1440.491821,·ñ
460-00-708353-21,127.9493408,1138.905151,·ñ
460-00-704701-11,500.9498291,7141.769287,·ñ
460-00-703758-13,29.42028809,259.5861816,·ñ
460-00-661575-12,461.003418,4487.821045,·ñ
460-00-661398-12,75.1796875,1149.531616,·ñ
460-00-718351-11,27.25109863,332.8353271,·ñ
460-00-719035-12,195.2659912,2894.137451,·ñ
460-00-718587-11,7.209594727,60.04199219,·ñ
460-00-718662-12,55.30444336,840.7103271,·ñ
460-00-661629-121,9.126098633,63.80712891,·ñ
460-00-203294-131,0,0,·ñ
460-00-661670-12,6.836425781,40.23278809,·ñ
460-00-703640-13,70.79870605,832.5115967,·ñ
460-00-703564-11,18.07739258,237.7022705,·ñ
460-00-703797-11,132.9812012,1284.377686,·ñ
460-00-718451-12,1345.014282,16641.40588,·ñ
460-00-661720-11,600.8658447,7172.076782,·ñ
460-00-703907-13,83.64147949,521.3599854,·ñ
460-00-708579-1,687.6807451,5583.066018,·ñ
460-00-703672-11,227.3687744,687.3967285,·ñ
460-00-703587-11,36.45556641,474.338623,·ñ
460-00-703743-11,48.65710449,186.0449219,·ñ
460-00-203028-132,0,0,·ñ
460-00-718825-21,25.05078125,175.3660889,·ñ
460-00-661477-11,8.598999023,81.09802246,·ñ
460-00-703918-12,84.97595215,980.5758057,·ñ
460-00-203029-133,0,0,·ñ
460-00-704758-21,147.8382568,1532.303345,·ñ
460-00-718556-13,51.80358887,641.5250244,·ñ
460-00-703563-12,137.598999,1675.852295,·ñ
460-00-661264-11,110.1135254,645.4456787,·ñ
460-00-708531-12,192.6612549,1843.573364,·ñ
460-00-661729-11,65.4786377,661.8348389,·ñ
460-00-718419-13,137.003418,871.7529297,·ñ
460-00-661565-11,99.96032715,920.1768799,·ñ
460-00-703614-13,96.94934082,988.2850342,·ñ
460-00-203517-132,0,0,·ñ
460-00-661427-11,4.429443359,11.04187012,·ñ
460-00-203479-133,0,0,·ñ
460-00-718604-11,186.5391846,1954.602417,·ñ
460-00-718595-12,80.85583496,845.5203857,·ñ
460-00-661459-11,74.54516602,504.8510742,·ñ
460-00-203118-131,131.1882324,874.9909668,·ñ
460-00-661446-13,71.50598145,678.5587158,·ñ
460-00-203089-133,0,0,·ñ
460-00-718633-11,116.7871094,840.2944336,·ñ
460-00-704675-13,79.51159668,1547.263428,·ñ
460-00-661716-11,279.9447021,2883.987427,·ñ
460-00-661714-11,3.958251953,20.99487305,·ñ
460-00-703714-11,252.1010742,1703.430908,·ñ
460-00-704757-21,55.74951172,612.4766846,·ñ
460-00-661547-12,126.7601318,1313.499512,·ñ
460-00-661647-12,100.2789307,1037.322144,·ñ
460-00-718544-12,23.0958252,209.8552246,·ñ
460-00-718450-13,164.8746338,2071.321899,·ñ
460-00-661256-112,817.3450928,6113.696411,·ñ
460-00-704624-11,193.6821289,1856.251465,·ñ
460-00-703910-13,213.7775879,1387.696533,·ñ
460-00-703980-21,241.980957,1418.713745,·ñ
460-00-703900-12,180.9228516,2189.66394,·ñ
460-00-661571-12,315.5352783,2740.514404,·ñ
460-00-703561-11,66.7701416,506.2828369,·ñ
460-00-703733-11,157.6650391,1057.95166,·ñ
460-00-661638-113,140.0852051,1581.108276,·ñ
460-00-661709-13,61.40710449,437.9394531,·ñ
460-00-661381-12,121.7657471,1693.569702,·ñ
460-00-718629-13,47.15148926,466.177124,·ñ
460-00-708551-12,568.9759521,3872.042603,·ñ
460-00-708596-1,388.4155508,3046.435775,·ñ
460-00-704535-21,2.864379883,20.58044434,·ñ
460-00-661537-11,504.4550781,4619.859375,·ñ
460-00-703541-12,6.208984375,28.70654297,·ñ
460-00-661439-12,332.3166504,2598.216797,·ñ
460-00-703519-12,114.2572021,833.1453857,·ñ
460-00-661575-113,190.9763184,1226.176392,·ñ
460-00-661349-13,52.87780762,628.3936768,·ñ
460-00-203063-132,811.4554443,7184.908203,·ñ
460-00-661641-21,86.44226074,2244.341431,·ñ
460-00-718533-12,53.82446289,544.1308594,·ñ
460-00-661420-13,312.1092529,2489.331055,·ñ
460-00-703811-11,121.6113281,1386.630737,·ñ
460-00-661432-13,55.66210938,589.3103027,·ñ
460-00-718677-11,65.05432129,830.3769531,·ñ
460-00-661618-121,1771.71228,27677.17297,·ñ
460-00-719044-13,25.00146484,335.3446045,·ñ
460-00-718571-12,50.80700684,154.9371338,·ñ
460-00-203215-133,0,0,·ñ
460-00-661561-12,177.6815186,969.4576416,·ñ
460-00-661663-11,9.014404297,41.88110352,·ñ
460-00-708376-21,80.81494141,507.9619141,·ñ
460-00-718774-21,3.368286133,24.94030762,·ñ
460-00-703927-13,161.9906006,1503.855347,·ñ
460-00-661370-11,103.5083008,1454.377808,·ñ
460-00-703779-12,51.94921875,595.0515137,·ñ
460-00-661591-21,633.1411133,9880.489136,·ñ
460-00-703881-12,27.70581055,244.8774414,·ñ
460-00-704641-13,1510.757446,21483.76038,·ñ
460-00-703869-12,29.15270996,241.8666992,·ñ
460-00-718485-11,106.8068848,2299.771729,·ñ
460-00-718553-13,146.5368652,1285.291382,·ñ
460-00-718661-13,59.91772461,583.6306152,·ñ
460-00-703583-12,97.06848145,707.149292,·ñ
460-00-703647-12,10.52783203,96.5847168,·ñ
460-00-203053-131,1152.559448,19211.42798,·ñ
460-00-703598-11,223.8308105,2645.667358,·ñ
460-00-708495-21,96.05981445,884.9163818,·ñ
460-00-704699-11,104.7341309,746.9680176,·ñ
460-00-718879-21,216.7016602,1820.554077,·ñ
460-00-203088-131,75.1940918,550.3210449,·ñ
460-00-661373-12,5.950195313,28.86169434,·ñ
460-00-703777-11,139.6868896,243.4216309,·ñ
460-00-661556-12,77.66589355,530.3901367,·ñ
460-00-661509-113,15.46337891,110.967041,·ñ
460-00-703790-13,79.42651367,1038.8573,·ñ
460-00-708564-1,487.7618574,3995.599241,·ñ
460-00-718780-11,78.15722656,868.0507813,·ñ
460-00-718355-11,55.32861328,520.657959,·ñ
460-00-708555-13,0,0,·ñ
460-00-703635-13,188.369751,1626.429688,·ñ
460-00-718644-12,69.56628418,617.6304932,·ñ
460-00-703691-12,7.734130859,26.61413574,·ñ
460-00-703809-11,298.1591797,2806.67395,·ñ
460-00-703664-12,27.67346191,151.5401611,·ñ
460-00-703681-12,15.68371582,266.953125,·ñ
460-00-704677-13,146.1799316,1546.614014,·ñ
460-00-718767-11,2.217895508,16.34985352,·ñ
460-00-718891-13,55.63989258,607.8651123,·ñ
460-00-661545-11,91.60339355,1148.912842,·ñ
460-00-661260-121,296.4960938,3678.466309,·ñ
460-00-718665-13,0,0,·ñ
460-00-661564-112,45.16772461,525.300293,·ñ
460-00-203123-133,0,0,·ñ
460-00-718896-13,1716.717529,11211.98218,·ñ
460-00-661512-11,184.7392578,1952.439575,·ñ
460-00-703605-13,68.81201172,625.6003418,·ñ
460-00-661582-13,442.5550537,4893.799927,·ñ
460-00-718361-11,21.29455566,202.1865234,·ñ
460-00-718358-11,271.1557617,2268.549194,·ñ
460-00-827059-132,349.4639893,3219.7229,·ñ
460-00-661491-11,1218.423218,7604.170532,·ñ
460-00-703773-11,90.20788574,787.84729,·ñ
460-00-703568-11,89.50732422,1253.906494,·ñ
460-00-826937-131,0,0,·ñ
460-00-704611-13,0,0,·ñ
460-00-203259-131,573.3570557,4997.536499,·ñ
460-00-704600-13,52.55456543,549.0732422,·ñ
460-00-703799-12,176.9752197,1185.793701,·ñ
460-00-718751-21,257.9400635,1730.330688,·ñ
460-00-703835-11,183.342041,1336.030029,·ñ
460-00-203329-131,504.7247314,5373.647095,·ñ
460-00-661666-11,14.69897461,147.1966553,·ñ
460-00-718357-11,16.15356445,95.78662109,·ñ
460-00-708392-21,154.9720459,1062.837524,·ñ
460-00-719073-11,11.07446289,151.6544189,·ñ
460-00-703652-13,74.99755859,604.4056396,·ñ
460-00-704580-13,794.7904053,13002.65356,·ñ
460-00-718622-13,347.1293945,3343.467896,·ñ
460-00-703787-12,191.161499,1904.914673,·ñ
460-00-703586-13,135.369751,1814.34375,·ñ
460-00-203397-132,53.8885498,587.805542,·ñ
460-00-703511-11,255.7578125,3495.564941,·ñ
460-00-703861-12,21.96826172,151.354248,·ñ
460-00-718787-12,16.57189941,156.9372559,·ñ
460-00-704554-12,233.9812012,2202.275635,·ñ
460-00-718608-12,98.59472656,963.0169678,·ñ
460-00-703615-12,212.7672119,1802.119507,·ñ
460-00-718437-12,0,0,·ñ
460-00-661281-112,467.895874,3893.505005,·ñ
460-00-661535-12,173.1455078,1840.741821,·ñ
460-00-718512-12,155.7362061,1309.415771,·ñ
460-00-661452-11,5.054199219,39.43481445,·ñ
460-00-703655-11,88.98474121,593.3515625,·ñ
460-00-704720-21,22.23803711,265.5637207,·ñ
460-00-704656-11,118.048584,624.8391113,·ñ
460-00-718547-11,90.39050293,767.1329346,·ñ
460-00-703674-13,50.85656738,364.2073975,·ñ
460-00-661408-12,713.4471436,2961.197632,·ñ
460-00-203131-133,173.4158936,1476.420166,·ñ
460-00-661518-11,185.4272461,1337.685303,·ñ
460-00-704552-21,282.7163086,2613.722412,·ñ
460-00-661377-11,41.64086914,307.1191406,·ñ
460-00-661704-11,16.61669922,286.4375,·ñ
460-00-661337-11,268.7924805,1946.787842,·ñ
460-00-661277-12,54.68383789,489.1622314,·ñ
460-00-703989-22,1399.91687,14531.76184,·ñ
460-00-718513-11,37.43994141,507.9498291,·ñ
460-00-661712-13,35.1595459,260.0950928,·ñ
460-00-661509-13,39.30603027,1122.658569,·ñ
460-00-718734-21,148.3918457,361.2249756,·ñ
460-00-703853-12,61.46276855,498.4945068,·ñ
460-00-718762-21,23.6595459,177.6451416,·ñ
460-00-718862-21,1.611694336,12.83605957,·ñ
460-00-703981-22,337.5135498,4611.540039,·ñ
460-00-661430-11,14.22058105,109.588501,·ñ
460-00-704594-11,1237.226685,19816.06104,·ñ
460-00-704591-12,315.604248,2576.40332,·ñ
460-00-704586-13,359.2644043,2447.696655,·ñ
460-00-661383-12,72.44604492,641.2363281,·ñ
460-00-704674-11,191.4088135,1392.604492,·ñ
460-00-718909-13,45.62084961,685.7288818,·ñ
460-00-718968-12,8.783325195,62.84912109,·ñ
460-00-661602-121,263.7734375,3582.613281,·ñ
460-00-718555-11,158.4991455,1133.793579,·ñ
460-00-661706-11,384.5761719,3619.272461,·ñ
460-00-718642-11,122.9956055,1317.155029,·ñ
460-00-704519-21,56.65917969,614.6884766,·ñ
460-00-718651-11,55.75622559,816.2059326,·ñ
460-00-703755-12,71.17016602,669.8916016,·ñ
460-00-703503-13,16.08691406,171.9118652,·ñ
460-00-703949-13,4.191040039,28.04736328,·ñ
460-00-718819-21,669.0656738,10205.29028,·ñ
460-00-718769-11,91.71887207,638.3156738,·ñ
460-00-661341-11,26.93884277,268.1577148,·ñ
460-00-718362-13,212.0444336,2360.301758,·ñ
460-00-703596-11,195.0804443,2369.040894,·ñ
460-00-719054-12,45.77600098,284.0183105,·ñ
460-00-703886-13,8.805908203,33.92138672,·ñ
460-00-708554-21,12.83398438,117.1947021,·ñ
460-00-661372-12,305.7401123,4826.890503,·ñ
460-00-661481-11,120.2143555,1054.344727,·ñ
460-00-718352-12,323.6971436,2794.848999,·ñ
460-00-718593-11,6.927978516,37.83105469,·ñ
460-00-703837-12,3.445068359,16.10595703,·ñ
460-00-661596-21,30.94958496,199.5692139,·ñ
460-00-704683-12,550.5286865,2450.485718,·ñ
460-00-718781-12,79.44421387,946.1296387,·ñ
460-00-704579-12,69.8416748,664.7762451,·ñ
460-00-203119-131,20.03234863,218.2982178,·ñ
460-00-704640-11,0,0,·ñ
460-00-826945-131,402.303833,2723.946289,·ñ
460-00-703753-13,94.22790527,1120.940674,·ñ
460-00-661433-13,66.83874512,591.9835205,·ñ
460-00-703560-13,94.66955566,671.8591309,·ñ
460-00-703781-13,71.64294434,684.0534668,·ñ
460-00-203379-13,564.2767334,4170.105347,·ñ
460-00-661513-13,69.15454102,1097.531006,·ñ
460-00-661517-11,226.7962646,1542.060913,·ñ
460-00-703697-13,215.4055176,1605.254395,·ñ
460-00-703704-12,1.258544922,10.47619629,·ñ
460-00-703660-12,63.62243652,464.0196533,·ñ
460-00-718347-13,64.28076172,659.8067627,·ñ
460-00-718371-11,66.93041992,444.2869873,·ñ
460-00-703686-11,14.86791992,132.3375244,·ñ
460-00-708510-21,66.94238281,271.5950928,·ñ
460-00-703632-13,131.4459229,1376.924927,·ñ
460-00-703859-12,129.4804688,3239.149536,·ñ
460-00-703606-12,121.6374512,1011.60022,·ñ
460-00-703829-12,50.8326416,526.9313965,·ñ
460-00-661289-11,27.89013672,233.0860596,·ñ
460-00-718356-11,119.6872559,1353.794434,·ñ
460-00-703662-11,56.25976563,446.0018311,·ñ
460-00-718616-13,9.018188477,33.17553711,·ñ
460-00-661548-11,185.4036865,1692.97168,·ñ
460-00-661679-11,144.8470459,888.0963135,·ñ
460-00-703689-12,136.5959473,746.5891113,·ñ
460-00-718508-12,39.58312988,241.1281738,·ñ
460-00-708576-1,142.8487617,1408.683556,·ñ
460-00-661539-11,320.8239746,2231.541016,·ñ
460-00-661426-11,234.0311279,1444.383911,·ñ
460-00-703688-12,72.53527832,609.7796631,·ñ
460-00-661624-21,28.29199219,336.8404541,·ñ
460-00-703913-113,22.75354004,180.2949219,·ñ
460-00-704657-12,27.31445313,165.1428223,·ñ
460-00-826903-131,37.46350098,257.0223389,·ñ
460-00-703645-11,178.4208984,1281.453247,·ñ
460-00-703572-11,116.9873047,696.1356201,·ñ
460-00-703543-11,243.786377,2200.612793,·ñ
460-00-719007-13,167.9746094,1169.401001,·ñ
460-00-703570-11,0.337158203,0.377929688,·ñ
460-00-718603-12,29.92004395,183.6556396,·ñ
460-00-718871-13,245.144043,2619.451416,·ñ
460-00-708577-1,331.7823652,2627.223318,·ñ
460-00-718788-12,59.02124023,442.4765625,·ñ
460-00-708425-21,284.4744873,2286.572144,·ñ
460-00-704551-21,564.8417969,3906.07019,·ñ
460-00-703813-11,85.20373535,1371.422607,·ñ
460-00-704715-21,0,0,·ñ
460-00-718672-11,90.1965332,922.4291992,·ñ
460-00-703549-11,47.56604004,711.1889648,·ñ
460-00-718562-13,61.11096191,618.8457031,·ñ
460-00-661540-12,72.61254883,760.1142578,·ñ
460-00-704521-21,203.6053467,2534.872314,·ñ
460-00-718524-13,44.14978027,367.9139404,·ñ
460-00-718563-12,55.06787109,280.1727295,·ñ
460-00-718391-13,571.4063721,5191.518188,·ñ
460-00-661286-13,106.019043,991.0675049,·ñ
460-00-703595-11,108.2028809,1400.421265,·ñ
460-00-703795-12,78.47180176,599.8928223,·ñ
460-00-703928-13,119.852417,1489.583496,·ñ
460-00-704681-12,34.62915039,302.1385498,·ñ
460-00-708548-13,320.3806152,2553.348755,·ñ
460-00-718779-12,266.576416,2822.125366,·ñ
460-00-703830-11,57.1730957,995.0664063,·ñ
460-00-703788-12,890.8514404,7749.904785,·ñ
460-00-718972-11,63.79296875,712.1903076,·ñ
460-00-708532-13,445.1245117,2741.001831,·ñ
460-00-703552-12,6.070922852,36.17163086,·ñ
460-00-661448-11,267.536499,2589.744141,·ñ
460-00-661607-21,473.1845703,9113.018066,·ñ
460-00-704635-12,340.3724365,3537.601563,·ñ
460-00-703891-12,5.908081055,42.83557129,·ñ
460-00-718494-12,39.52282715,267.3840332,·ñ
460-00-703789-13,141.8895264,955.4849854,·ñ
460-00-661672-12,90.00012207,375.7722168,·ñ
460-00-718367-13,150.9654541,564.1230469,·ñ
460-00-661667-11,373.3199463,2763.042603,·ñ
460-00-203481-132,0,0,·ñ
460-00-661465-12,53.83166504,729.7468262,·ñ
460-00-661254-111,161.9066162,1099.14209,·ñ
460-00-703868-12,158.5091553,1382.749878,·ñ
460-00-708367-21,116.5192871,746.4592285,·ñ
460-00-703756-12,86.59277344,621.3826904,·ñ
460-00-718429-12,45.51049805,734.2357178,·ñ
460-00-718530-13,121.6013184,1087.668701,·ñ
460-00-661496-12,536.7861328,3890.11377,·ñ
460-00-203335-132,0,0,·ñ
460-00-661251-11,0.86315918,4.460327148,·ñ
460-00-661542-11,203.5140381,1531.105591,·ñ
460-00-203060-132,3325.110596,30564.06055,·ñ
460-00-661594-22,8.253662109,83.55688477,·ñ
460-00-704705-121,788.8580322,6353.276489,·ñ
460-00-661321-12,174.9443359,990.8947754,·ñ
460-00-203314-131,0,0,·ñ
460-00-718801-21,11.83825684,34.35986328,·ñ
460-00-718761-21,1037.388184,14160.42017,·ñ
460-00-718360-11,426.6940918,4499.490356,·ñ
460-00-203371-132,34.11474609,169.8857422,·ñ
460-00-661711-12,95.10583496,796.4863281,·ñ
460-00-661479-11,117.5072021,574.7519531,·ñ
460-00-661431-13,69.0645752,672.7432861,·ñ
460-00-661279-11,401.0554199,4011.445923,·ñ
460-00-203049-131,51.82739258,290.1531982,·ñ
460-00-703947-11,224.1264648,1561.371582,·ñ
460-00-703601-13,243.0675049,3171.108765,·ñ
460-00-718441-11,45.26977539,673.1616211,·ñ
460-00-718627-12,92.99169922,776.9680176,·ñ
460-00-661377-111,47.20007324,332.3737793,·ñ
460-00-661291-13,19.11413574,99.47888184,·ñ
460-00-661615-21,27.9967041,274.4411621,·ñ
460-00-703880-13,105.9394531,1586.859619,·ñ
460-00-718596-11,101.9036865,1093.390503,·ñ
460-00-718637-13,4.218017578,19.28637695,·ñ
460-00-661698-13,93.26464844,1450.825684,·ñ
460-00-704740-21,5.157104492,104.7728271,·ñ
460-00-661475-13,253.2329102,2058.775757,·ñ
460-00-703661-12,194.8164063,2314.536255,·ñ
460-00-718694-21,33.95092773,477.2945557,·ñ
460-00-661252-11,22.4519043,225.7509766,·ñ
460-00-708413-21,30.46777344,605.0898438,·ñ
460-00-704575-13,33.67077637,196.1557617,·ñ
460-00-703705-12,57.83898926,670.3127441,·ñ
460-00-718636-12,22.0736084,403.3526611,·ñ
460-00-718370-11,36.57971191,314.0626221,·ñ
460-00-703523-11,455.4909668,3735.394897,·ñ
460-00-661757-12,127.4350586,1737.141968,·ñ
460-00-661503-12,340.2700195,3310.363403,·ñ
460-00-704755-21,79.23339844,650.8713379,·ñ
460-00-703846-13,141.0057373,1611.187012,·ñ
460-00-661703-12,59.10473633,500.3056641,·ñ
460-00-703644-13,114.6340332,1146.069702,·ñ
460-00-703762-13,145.1938477,1121.107056,·ñ
460-00-661320-13,308.3282471,2463.274292,·ñ
460-00-661498-12,22.34118652,163.9375,·ñ
460-00-661262-11,498.7132568,4471.237183,·ñ
460-00-703776-12,4.228515625,25.20568848,·ñ
460-00-703889-12,18.86633301,139.3354492,·ñ
460-00-203056-132,84.2421875,731.118042,·ñ
460-00-661476-13,116.1143799,803.0942383,·ñ
460-00-708553-21,173.6635742,1315.726074,·ñ
460-00-718786-13,358.0639648,4684.049805,·ñ
460-00-661429-13,624.8135986,5238.548706,·ñ
460-00-704561-21,5.361572266,54.65917969,·ñ
460-00-661546-12,28.64685059,234.409668,·ñ
460-00-719086-21,68.31091309,782.4238281,·ñ
460-00-661351-11,102.1872559,1221.884155,·ñ
460-00-718403-12,123.8670654,1147.97644,·ñ
460-00-661687-13,192.1014404,949.2592773,·ñ
460-00-703951-13,78.94995117,451.3880615,·ñ
460-00-708514-11,171.2724609,1712.072876,·ñ
460-00-661253-113,269.5666504,2179.262695,·ñ
460-00-718433-11,214.9589844,3067.225098,·ñ
460-00-703975-13,4.883422852,47.10021973,·ñ
460-00-718448-11,186.5526123,2384.43396,·ñ
460-00-718425-11,187.3519287,2251.894897,·ñ
460-00-704518-21,19.06762695,134.5235596,·ñ
460-00-718374-11,10.35192871,81.97216797,·ñ
460-00-661325-13,172.1158447,1291.83313,·ñ
460-00-661514-12,126.7141113,1114.011597,·ñ
460-00-703935-11,26.43505859,258.6939697,·ñ
460-00-718625-11,292.086792,2663.048706,·ñ
460-00-661313-112,89.89367676,520.0640869,·ñ
460-00-203378-12,40.8293457,461.543335,·ñ
460-00-708506-21,53.08312988,282.192749,·ñ
460-00-703589-12,194.7215576,2074.993042,·ñ
460-00-708438-21,4.22253418,26.79870605,·ñ
460-00-661292-11,12.13439941,167.4227295,·ñ
460-00-704637-13,128.7983398,918.2193604,·ñ
460-00-703785-11,146.7139893,1204.184692,·ñ
460-00-703866-12,59.83850098,328.5217285,·ñ
460-00-718575-12,73.80932617,662.9561768,·ñ
460-00-718389-13,7.758178711,166.6069336,·ñ
460-00-661253-11,533.6483154,5529.332153,·ñ
460-00-703707-13,152.3364258,907.1536865,·ñ
460-00-718686-11,74.20593262,1084.369751,·ñ
460-00-703609-12,5.196533203,70.61853027,·ñ
460-00-661516-12,167.1173096,1700.976685,·ñ
460-00-661644-13,3.244262695,18.81726074,·ñ
460-00-703833-11,56.47961426,442.7988281,·ñ
460-00-661340-111,52.87792969,407.2421875,·ñ
460-00-718877-21,82.00097656,498.3032227,·ñ
460-00-661589-13,32.42358398,1020.541626,·ñ
460-00-661252-112,221.588623,1814.164307,·ñ
460-00-703738-11,383.1751709,5402.401733,·ñ
460-00-703806-12,57.27453613,396.9351807,·ñ
460-00-703983-21,369.5631104,2986.838623,·ñ
460-00-703499-13,201.2449951,1281.150269,·ñ
460-00-661345-13,134.2749023,1282.895508,·ñ
460-00-661731-12,150.1090088,898.8212891,·ñ
460-00-704602-13,449.4968262,4197.599609,·ñ
460-00-661531-112,132.5280762,1567.778442,·ñ
460-00-703500-11,68.00231934,556.0019531,·ñ
460-00-718822-12,49.05041504,662.6274414,·ñ
